상호명,도로명주소,업종,전화번호,경도,위도
동백한솔학원,"경기 용인시 기흥구 중동 849-2 씨티프라자502호,503호",학원 - 기타 교육기관,031-287-8322,127.1528971,37.2708639
용인대백호태권도,경기 용인시 기흥구 중동 동백택지개발지구내C7-1블럭동일하이빌@상가3동,학원 - 예?체능계학원,031-693-9778,127.1564484,37.2791563
달레나,경기 용인시 기흥구 언동로 213 나동(중동),일반휴게음식 - 일반한식,031-284-1357,127.1441205,37.2769135
동백에이스타미술학원,"경기 용인시 기흥구 동백중앙로 267 (중동,명진프라자6층)",학원 - 예?체능계학원,031-275-0404,127.1524225,37.2766652
구미카센타,경기 용인시 기흥구 중동 435.5~6호,자동차정비 유지 - 자동차정비,031-275-8828,127.1526575,37.2675095
루트엠수학영어학원,"경기 용인시 기흥구 동백죽전대로527번길 98-2 401(중동,현암프라자)",학원 - 기타 교육기관,031-285-2864,127.1442402,37.2810719
동백사랑약국,"경기 용인시 기흥구 동백중앙로 283 B동 304호(중동, 골드프라자)",약국 - 약국,031-8006-2140,127.1534754,37.2780227
성모프라임내과의원,"경기 용인시 기흥구 동백중앙로 283,C동 5층 9,10,11,호(중동,골드프라자)",의원 - 의원,031-8005-7582,127.1534754,37.2780227
신기헤어,"경기 용인시 기흥구 동백4로 12,107 (중동,동백엠플레스)",보건위생 - 미용원,070-4187-5953,127.1523128,37.2709916
꽃&뜰,경기 용인시 기흥구 중동 쥬네브스타월C블럭216,문화.취미 - 화원,031-679-0852,127.1503072,37.2740046
동방애드컴,경기 용인시 기흥구 평촌3로 26 상가 1층(중동),서적문구 - 출판 및 인쇄물,031-693-6005,127.1527173,37.2793701
미모아피부과의원,경기 용인시 기흥구 중동 2101쥬네브A블럭클리닉동302,의원 - 의원,031-679-0086,127.1503072,37.2740046
파리바게트동백역점,"경기 용인시 기흥구 동백중앙로 177,105호(중동,동백씨엘뷰오피스텔)",음료식품 - 제과점,031-274-3600,127.1537815,37.2703098
밝은연세안과,경기 용인시 기흥구 동백중앙로 265 더엠상가 404호(중동),의원 - 의원,031-8005-7001,127.1526482,37.2763622
로데가구,경기 용인시 기흥구 언동로 193-24 (중동),가구 - 일반가구,031-281-6644,127.1440271,37.2791546
본치과,경기 용인시 기흥구 중동 2502-4동백역타워403,의원 - 치과의원,031-8005-7600,127.1532783,37.269351
키스미(KISSME),경기 용인시 기흥구 중동 용인동백P.E사업쇼핑몰A블럭지하1.35,의류 - 정장,031-679-0253,127.1503072,37.2740046
행복한약국,"경기 용인시 기흥구 동백중앙로 175 105호(중동, 우함빌딩)",약국 - 약국,031-693-7998,127.1541845,37.2699794
메디필약국,경기 용인시 기흥구 동백중앙로 273 훼미리프라자2.115(중동),약국 - 약국,031-286-8431,127.1534814,37.2770259
굿모닝안과의원,경기 용인시 기흥구 동백중앙로 273 동백훼미리프라자II 503호(중동),의원 - 의원,031-287-0080,127.1534814,37.2770259
본죽&비빔밥동백중앙점,"경기 용인시 기흥구 동백중앙로 269,101,102호 (중동)",일반휴게음식 - 일반한식,031-284-6288,127.1530911,37.2767024
대성약국,경기 용인시 기흥구 언동로217번길 1 (중동),약국 - 약국,031-8005-9953,127.1441198,37.2766602
코아이비인후과의원,"경기 용인시 기흥구 동백중앙로 175 502호(중동, 우함빌딩)",의원 - 의원,031-8005-8875,127.1541845,37.2699794
본죽(동백역세권점),"경기 용인시 기흥구 동백3로11번길 8-1,106호(중동, 제일프라자)",일반휴게음식 - 일반한식,031-275-3388,127.1538906,37.2697607
카페하늘정원,"경기 용인시 기흥구 동백중앙로 213 901호(중동, 삼성타워)",일반휴게음식 - 주점,031-274-9394,127.1510097,37.2722272
동성법무사사무소,"경기 용인시 기흥구 동백3로11번길 3 5층 501호(중동, 동백역타워)",용역 서비스 - 법률회계서비스(개인),031-693-8700,127.1532783,37.269351
자바존동백점,경기 용인시 기흥구 중동 용인동백P.F사업쇼핑몰A블럭지하층0041호,일반휴게음식 - 서양음식,031-679-0810,127.1503072,37.2740046
월드참솔세탁,경기 용인시 기흥구 중동 819월드상가104,수리서비스 - 세탁소,031-281-9555,127.1541035,37.2663176
헤어보이스,"경기 용인시 기흥구 동백중앙로 283 B동 127호 (중동,골드프라자)",보건위생 - 미용원,031-8006-2324,127.1534754,37.2780227
제이스빌,경기 용인시 기흥구 언동로 183-1 1층(중동),가구 - 일반가구,031-281-2418,127.1438534,37.2797701
에덴,경기 용인시 기흥구 동백4로 12 엠플렉스 102호(중동),신변잡화 - 액세서리,031-274-2609,127.1523128,37.2709916
월드세탁소,경기 용인시 기흥구 중동 819참솔마을월드메르디앙상가201,수리서비스 - 세탁소,031-284-8500,127.1537835,37.2646971
(주)그랑프리투어,"경기 용인시 기흥구 동백중앙로 237 2층 201호(중동, 쥬네브스타월드빌딩)",여행 - 관광여행,031-679-0901,127.150587,37.2745443
두레,"경기 용인시 기흥구 중동 용인동백P.F사업쇼핑몰A블럭9층914,915,916,917호",일반휴게음식 - 일반한식,031-679-0071,127.1503072,37.2740046
(주)리갈에이스-파파이스,"경기 용인시 기흥구 동백중앙로 199 (중동, 동백에이스프라자)",일반휴게음식 - 서양음식,031-282-8666,127.152086,37.2712993
늘편한내과,경기 용인시 기흥구 동백죽전대로 444 쥬네브썬월드 603호(중동),의원 - 의원,031-679-0207,127.1515224,37.27795
베스킨라빈스동백2호점,경기 용인시 기흥구 중동 831-2더엠104-1호,음료식품 - 제과점,031-8005-5900,127.1526301,37.2763965
헤럴드어학원,경기 용인시 기흥구 동백중앙로 273 동백훼미리프라자LL 705호(중동),회원제형태 - 기타3,031-285-9870,127.1534814,37.2770259
서울손내과의원,"경기 용인시 기흥구 동백3로11번길 8-1 302호(중동, 제일프라자)",의원 - 의원,031-274-8585,127.1538906,37.2697607
고려외과의원,"경기 용인시 기흥구 동백중앙로 283 A동 404~406호 (중동,골드프라자)",의원 - 의원,031-679-0572,127.1534754,37.2780227
썬월드온누리약국,경기 용인시 기흥구 중동 833쥬네브썬월드상가303.304호,약국 - 약국,031-679-0520,127.1516984,37.278045
동백미한의원,"경기 용인시 기흥구 동백5로 23 303동 304호(중동, 동백명진프라자)",의원 - 한의원,031-8005-9990,127.1522743,37.276456
중동서울정형외과의원,"경기 용인시 기흥구 언동로217번길 1 (중동, 대성빌딩)",의원 - 의원,031-287-0770,127.1441198,37.2766602
안나헤어,경기 용인시 기흥구 중동 1139 서해그랑블2차상가동105호,보건위생 - 미용원,031-284-2283,127.1479596,37.278428
파리바게뜨동백중앙점,경기 용인시 기흥구 중동 829골드프라자C111.C112호,음료식품 - 제과점,031-8006-2020,127.1535699,37.277696
서울웰치과의원,"경기 용인시 기흥구 중동 829,골드프라자B동5층504,505호",의원 - 치과의원,031-287-1080,127.1535699,37.277696
내츄럴파크,"경기 용인시 기흥구 동백중앙로 225-6 가동 222호(중동, 쥬네브스타월드빌딩)",건축자재 - 인테리어전문,031-679-0882,127.1503072,37.2740046
카라,경기 용인시 기흥구 동백5로 17 동백레이크시티 701호(중동),보건위생 - 피부미용실,031-693-6444,127.1518355,37.2767209
쿨펫동물병원,경기 용인시 기흥구 동백죽전대로 444 쥬네브썬월드 지하1층 B036호(중동),기타의료기관 - 동물병원,031-679-0551,127.1515224,37.27795
(주)리갈에이스,"경기 용인시 기흥구 동백중앙로 199 (중동, 동백에이스프라자)",일반휴게음식 - 서양음식,031-282-8777,127.152086,37.2712993
오성독서실,경기 용인시 기흥구 중동 829골드프라자B동705호~707호,학원 - 독서실,031-8006-2080,127.1535699,37.277696
건강소망약국,"경기 용인시 기흥구 동백중앙로 283 B동 403-1호(중동, 골드프라자)",약국 - 약국,031-8006-2050,127.1534754,37.2780227
노아한의원,"경기 용인시 기흥구 동백3로11번길 8-1 4층(중동, 제일프라자)",의원 - 한의원,031-693-7575,127.1538906,37.2697607
피부나라,경기 용인시 기흥구 동백3로11번길 8 동백브이타운 302호(중동),보건위생 - 화장품,031-8005-5508,127.1535981,37.2696143
글라스본,경기 용인시 기흥구 동백중앙로16번길 16-4 제2층 1-201호(중동),문화.취미 - 민예?공예품,070-4177-7536,127.1651049,37.2562978
페이펄문구센터,"경기 용인시 기흥구 중동 853-2,제일프라자203호~204호",서적문구 - 문구용품,031-8005-8355,127.1538684,37.2697911
에스쁘아헤어랜드,경기 용인시 기흥구 중동 874외1필지백현마을동일하이빌상가2층202,보건위생 - 미용원,031-282-5566,127.1571003,37.2785971
동백올림피아드수학전문학원,경기 용인시 기흥구 중동 백현마을동일하이빌상가204,학원 - 보습학원,031-693-0104,127.1564484,37.2791563
스핀,"경기 용인시 기흥구 동백5로 17 (중동,동백레이크시티프라자602~603)",회원제형태 - 학원,031-275-9987,127.1518355,37.2767209
요마트,경기 용인시 기흥구 동백5로 81 백현마을상록롯데캐슬 상가동 202호(중동),유통업 영리 - 슈퍼마켓,031-679-8666,127.158216,37.2760534
서울미소디자인치과,경기 용인시 기흥구 동백죽전대로 444 쥬네브썬월드클리닉동 505호(중동),의원 - 치과의원,031-274-7001,127.1515224,37.27795
사랑방노인요양원,경기 용인시 기흥구 동백4로 7 MD타운 6층 601호(중동),기타의료기관 - 기타의료기관 및 기타,031-8005-5858,127.1516944,37.2710136
랜드마크,"경기 용인시 기흥구 동백중앙로 191 401동 402호(중동, 씨티프라자)",레져용품 - 골프용품 전문점,031-285-4404,127.1529686,37.270893
잉크솔루션,경기 용인시 기흥구 동백3로11번길 7 포스트타워제1층 108호(중동),사무통신 - 기타 사무용품,031-237-9585,127.1530891,37.2695275
푸른안경,경기 용인시 기흥구 동백중앙로 265 더엠 106호(중동),보건위생 - 안경,031-275-5592,127.1526482,37.2763622
MYHAIR,"경기 용인시 기흥구 동백3로11번길 12 128호(중동, 브릭스타워)",보건위생 - 미용원,031-282-2898,127.1531144,37.2701498
주식회사 누리시스템,"경기 용인시 기흥구 동백중앙로 283,비-1008 (중동,골드프라자)",회원제형태 - 학원,070-7671-3002,127.1534754,37.2780227
오피스알파 용인점,경기 용인시 기흥구 동백중앙로 225-6 108호 (중동),서적문구 - 문구용품,031-336-1940,127.1503072,37.2740046
맛깔참죽,경기 용인시 기흥구 동백5로 21-11 외2필지 동백훼미리프라자 1층 106호(중동),일반휴게음식 - 일반한식,031-284-6233,127.1526181,37.2774675
크린토피아동백코아루점,경기 용인시 기흥구 중동 어은묵마을코아루아파트 상가 101,수리서비스 - 세탁소,031-899-5660,127.154662,37.2674246
웨스트스타일,경기 용인시 기흥구 중동 829골드프라자1층D동125호,신변잡화 - 신발,031-8006-2048,127.1535699,37.277696
아모레카운셀러,경기 용인시 기흥구 중동 830-2번지 훼미리프라자 2건물 5층 아모레,보건위생 - 화장품,031-285-5338,127.1533791,37.2770306
(주)케이디엠,"경기 용인시 기흥구 동백3로11번길 33 (중동,새롬프라자304호)",보건위생 - 의료용품,031-252-1569,127.1512271,37.2714699
김밥천국,"경기 용인시 기흥구 동백중앙로 175 102호(중동, 우함빌딩)",일반휴게음식 - 일반한식,031-693-9740,127.1541845,37.2699794
에벤에셀기업,경기 용인시 기흥구 중동 1139번지 신동백서해그랑블2차 203동 402호,용역 서비스 - 종합용역,031-262-4214,127.1479596,37.278428
건일,경기 용인시 기흥구 중동 동백택지개발지구C11블럭어은목마을코아루아파트,전기제품 - 기타전기제품,031-899-3597,127.1549016,37.2686054
NobleWine,"경기 용인시 기흥구 동백5로 23 104호(중동, 명진프라자)",음료식품 - 주류 판매점,031-8005-5989,127.1522743,37.276456
이오헤어,"경기 용인시 기흥구 동백3로11번길 12 111(중동,브릭스타워)",보건위생 - 미용원,031-8005-8099,127.1531144,37.2701498
용인시치과의사회,경기 용인시 기흥구 동백중앙로 177 씨엘뷰오피스텔제 10층 1001호(중동),기타 - 비영리/비대상,031-281-2876,127.1537815,37.2703098
현진,"경기 용인시 기흥구 동백평촌로 70 1002동 201호(중동, 호수마을상록롯데캐슬)",의류 - 기타의류,031-679-8606,127.1552089,37.2794201
"맛깔즉석반찬,김밥","경기 용인시 기흥구 동백중앙로 283 B-101호(중동, 골드프라자)",음료식품 - 기타음료식품,031-285-0355,127.1534754,37.2780227
일마레용인동백점,"경기 용인시 기흥구 동백5로 23,901호(중동, 명진프라자)",일반휴게음식 - 서양음식,031-281-8870,127.1522743,37.276456
에듀스타,경기 용인시 기흥구 중동 829 골드프라자A동 601-604,회원제형태 - 학원,031-8006-2244,127.1535699,37.277696
지구촌쉼터,경기 용인시 기흥구 동백중앙로 213 (중동),일반휴게음식 - 스넥,031-8005-8260,127.1510097,37.2722272
피자스쿨동백역점,경기 용인시 기흥구 동백3로11번길 8 동백브이타운 103호 (중동),일반휴게음식 - 서양음식,031-693-5811,127.1535981,37.2696143
이솔디자인,"경기 용인시 기흥구 동백중앙로 273 1층 110호(중동, 동백훼미리프라자)",서적문구 - 출판 및 인쇄물,031-8005-6288,127.1534814,37.2770259
엘시스 코리아(Elsis Korea),"경기 용인시 기흥구 동백중앙로16번길 16-4,1-1008호 (중동,에이스동백타워)",건강식품 - 기타건강식품,031-275-2751,127.1651049,37.2562978
에스앤엘컴즈 주식회사,"경기 용인시 기흥구 동백중앙로 225-6,가동 지하1층 (중동,쥬네브스타월드빌딩)",용역 서비스 - 종합용역,031-281-1991,127.1503072,37.2740046
두마리치킨마당,"경기 용인시 기흥구 동백3로11번길 12,149호 (중동,브릭스타워)",일반휴게음식 - 스넥,031-275-7796,127.1531144,37.2701498
오쿠보흥산 서울지점,"경기 용인시 기흥구 언동로 207,102동 702호 (중동)",주방용구 - 정수기,,127.1440223,37.2775906
주식회사 우리소방,"경기 용인시 기흥구 동백3로11번길 12,2층 206호 (중동,브릭스타워)",용역 서비스 - 종합용역,031-891-0119,127.1531144,37.2701498
뷰티,경기 용인시 기흥구 어정로 139 라비스타상가 B202호 (중동),보건위생 - 미용재료,031-111-1111,127.1452495,37.2758571
와이앤씨,"경기 용인시 기흥구 동백3로11번길 33,801-124호 (중동,새롬프라자)",용역 서비스 - 종합용역,,127.1512271,37.2714699
이피엘영어학원,"경기 용인시 기흥구 동백중앙로 175,2층 202호 (중동,우함빌딩)",학원 - 외국어학원,031-8005-7905,127.1541845,37.2699794
돈짱,"경기 용인시 기흥구 동백3로11번길 8,109호 V동백-TOWN (중동,V프라자)",일반휴게음식 - 일반한식,031-283-6653,127.1535981,37.2696143
이편한스크린골프,경기 용인시 기흥구 동백죽전대로175번길 13 지하1층 (중동),레져용품 - 골프용품 전문점,031-284-6650,127.1608207,37.2576676
에이핏짐A-FIT GYM,"경기 용인시 기흥구 동백중앙로 221,401호,402호(중동,지렐레이크타워)",레저업소 - 헬스클럽,031-284-8248,127.1505286,37.2731407
황금코다리 동백점,"경기 용인시 기흥구 동백중앙로 205,1층 102,103,104,105호 (중동,미도타운)",일반휴게음식 - 일반한식,031-284-3479,127.1515034,37.2717286
해빛동백점,경기 용인시 기흥구 동백중앙로16번길 16-25 지하1층 대우프론티어밸리 1 (중동),유통업 영리 - 편 의 점,,127.1678891,37.2568842
진앤틱,"경기 용인시 기흥구 언동로125번길 16-1,B동 1층 101호 (중동,미래명품빌)",가구 - 일반가구,,127.1416185,37.2847355
정은키즈,"경기 용인시 기흥구 동백중앙로 191,8층 G821호 (중동,씨티프라자)",의류 - 아동의류,,127.1529686,37.270893
제니야,"경기 용인시 기흥구 동백3로11번길 18,1층 105호 (중동,로뎀빌딩)",보건위생 - 피부미용실,,127.1526165,37.2706227
디디치킨동백역점,"경기 용인시 기흥구 동백3로11번길 11,1층 101호 (중동,한솔프라자)",일반휴게음식 - 일반한식,031-693-9249,127.1527734,37.2698812
퍼미퍼미,"경기 용인시 기흥구 동백죽전대로527번길 100-13,3층 305호 (중동)",학원 - 기타 교육기관,,127.1427883,37.2815039
주식회사 송산디앤씨,경기 용인시 기흥구 어정로 139 라비스타 B동 210호 (중동),건축자재 - 부동산 분양,02-525-2477,127.1452495,37.2758571
한식뷔페,"경기 용인시 기흥구 동백죽전대로527번길 98-25,3층 (중동)",일반휴게음식 - 일반한식,031-281-5988,127.1426092,37.2827503
동백참진학원,"경기 용인시 기흥구 동백6로 39,3층일부 (중동,용인동백우체국)",학원 - 보습학원,031-8005-9424,127.1556225,37.2773541
원스타양고기 동백본점,"경기 용인시 기흥구 동백중앙로16번길 16-4,2동 B103호 (중동,에이스동백타워)",일반휴게음식 - 일반한식,031-8060-7292,127.1651049,37.2562978
배달삼겹돼지되지동백점,"경기 용인시 기흥구 언동로217번길 6,2층 (중동)",일반휴게음식 - 일반한식,031-281-8592,127.1445305,37.2764879
토프레소 용인동백역점,"경기 용인시 기흥구 동백3로11번길 12,1층 124호 (중동,브릭스타워)",일반휴게음식 - 서양음식,031-274-0510,127.1531144,37.2701498
주식회사 디에스팩토리(DS Factory),"경기 용인시 기흥구 동백3로11번길 33,801-165호 (중동,새롬프라자)",사무통신 - 사무용 OA기기,,127.1512271,37.2714699
소확소,경기 용인시 기흥구 어정로 134-28 가동 지하1층 (중동),일반휴게음식 - 일반한식,070-4548-4245,127.147317,37.2747794
(주)드림스페이스,"경기 용인시 기흥구 동백3로11번길 8-1,901호 (중동,제일프라자)",자동차정비 유지 - 주차장,031-283-3015,127.1538906,37.2697607
(주) 더블케이짐,"경기 용인시 기흥구 동백5로 21-11,8층 (중동)",레저업소 - 헬스클럽,031-285-9682,127.1526181,37.2774675
아모레카운셀러,"경기 용인시 기흥구 동백중앙로 273,501호 (중동)",보건위생 - 화장품,031-285-5338,127.1534814,37.2770259
(주)덕담,"경기 용인시 기흥구 동백중앙로 205,2층 203, 204호 (중동,미도타운)",음료식품 - 기타음료식품,031-8005-8828,127.1515034,37.2717286
이지(EZ)수학교습소,"경기 용인시 기흥구 동백2로 39 상가동 203호 (중동,어은목마을대원칸타빌)",학원 - 보습학원,070-4922-1261,127.1574496,37.2689206
깐부치킨 동백점,"경기 용인시 기흥구 동백중앙로 283 C동 125,126호(중동, 골드프라자)",일반휴게음식 - 스넥,031-8006-2029,127.1534754,37.2780227
리얼탁구클럽,"경기 용인시 기흥구 동백중앙로 269,1동 304호 (중동)",레저업소 - 기타레져업소,031-275-0852,127.1530911,37.2767024
동백요양병원,"경기 용인시 기흥구 동백중앙로 269,5,6,7,8,9층 (중동)",병원 - 병원,031-284-7577,127.1530911,37.2767024
디에스당구장 (D.S.billiard club),"경기 용인시 기흥구 동백중앙로 191,201호 (중동,씨티프라자)",레저업소 - 당 구 장,031-275-7739,127.1529686,37.270893
이디야 어정역점,"경기 용인시 기흥구 어정로 139,A105,106호 (중동,라비스타)",일반휴게음식 - 서양음식,031-283-9184,127.1452495,37.2758571
교동짬뽕,경기 용인시 기흥구 동백죽전대로 301 (중동),일반휴게음식 - 중국식,031-275-6524,127.1525996,37.2674633
알토이 미술관,"경기 용인시 기흥구 동백3로11번길 9,3층 (중동,동백시티빌)",레저업소 - 기타레져업소,031-285-4569,127.1529214,37.2696818
빵집밀꽃,"경기 용인시 기흥구 동백2로 9 상가동 104호 (중동,어은목마을벽산블루밍아파트)",음료식품 - 제과점,,127.154662,37.2674246
작심스터디카페 용인동백점,"경기 용인시 기흥구 동백중앙로 283,D동 5층 509호 (중동,골드프라자)",용역 서비스 - 사무서비스,02-1281-7676,127.1534754,37.2780227
용인동백점 작심독서실,"경기 용인시 기흥구 동백중앙로 283,501,502,510호 (중동,골드프라자)",학원 - 독서실,031-281-7676,127.1534754,37.2780227
곱분이곱창(용인동백점),"경기 용인시 기흥구 동백중앙로 283,D동 110호 (중동,골드프라자)",일반휴게음식 - 일반한식,031-693-5382,127.1534754,37.2780227
정성한줄 동백점,"경기 용인시 기흥구 동백중앙로 283,B동 107호 (중동,골드프라자)",일반휴게음식 - 일반한식,031-282-6996,127.1534754,37.2780227
에이치에스케이(HSK),"경기 용인시 기흥구 동백죽전대로527번길 100-20,1층 A-2호 (중동)",보건위생 - 미용원,031-217-9059,127.142964,37.2822278
히포분식,"경기 용인시 기흥구 언동로217번길 31,218동 근린생활시설지 1층 106호 (중동,신동백서해그랑블2차아파트)",일반휴게음식 - 스넥,031-287-4199,127.1477726,37.2779795
엠.피국어논술수학학원,"경기 용인시 기흥구 동백중앙로 283,A동 810호 (중동,골드프라자)",학원 - 보습학원,031-283-0982,127.1534754,37.2780227
동백아담리즈수학학원,"경기 용인시 기흥구 동백5로 21-11,602호 (중동,동백훼미리프라자)",학원 - 보습학원,031-693-9085,127.1526181,37.2774675
(주)더블케이짐,"경기 용인시 기흥구 동백5로 21-11,8층 (중동)",레져용품 - 스포츠?레져용품,031-285-9682,127.1526181,37.2774675
청년다방 동백점,"경기 용인시 기흥구 동백중앙로 265,1층 105호 (중동)",일반휴게음식 - 일반한식,031-282-4100,127.1526482,37.2763622
가장맛있는족발,"경기 용인시 기흥구 동백중앙로 283,1층 C118 ,C119호 (중동,골드프라자)",일반휴게음식 - 일반한식,031-283-5849,127.1534754,37.2780227
곰푸드,"경기 용인시 기흥구 동백죽전대로527번길 100-29,B101호 (중동)",일반휴게음식 - 일반한식,031-281-2555,127.141896,37.2827678
아모레카운셀러,"경기 용인시 기흥구 동백중앙로 273,501호 (중동)",보건위생 - 화장품,031-285-5338,127.1534814,37.2770259
릴리펏 용인동백점,"경기 용인시 기흥구 동백중앙로 283,C동 406,407호 (중동,골드프라자)",일반휴게음식 - 서양음식,031-285-2223,127.1534754,37.2780227
알앤티(R&T)영어학원,"경기 용인시 기흥구 동백중앙로 203,501호 (중동,미주타운)",학원 - 외국어학원,031-281-0509,127.1517625,37.2715028
주식회사 꿈에그린다온,"경기 용인시 기흥구 동백3로11번길 33,801-118호 (중동,새롬프라자)",건축자재 - 부동산 분양,031-278-7673,127.1512271,37.2714699
뉴앵글(뚱보집),"경기 용인시 기흥구 동백5로 21-8,103~105 (중동)",일반휴게음식 - 일반한식,031-111-1111,127.1528962,37.2770937
동백오빌,"경기 용인시 기흥구 동백3로11번길 8,103호 (중동,V프라자)",신변잡화 - 귀금속,031-287-3352,127.1535981,37.2696143
라이또PC용인동백역점,"경기 용인시 기흥구 동백3로11번길 7,5층 501-502호 (중동,포스트타워)",레저업소 - 기타레져업소,,127.1530891,37.2695275
칼국수한마당 용인동백점,"경기 용인시 기흥구 동백중앙로 221, 107호 (중동,지렐레이크타워)",일반휴게음식 - 일반한식,,127.1505286,37.2731407
루트847플라워(route 847 flower),"경기 용인시 기흥구 동백중앙로 213,129호 (중동,삼성타워)",문화.취미 - 화원,031-285-0532,127.1510097,37.2722272
셀라문화센타,"경기 용인시 기흥구 어정로 139, B동 301,302호 (중동)",문화.취미 - 문화취미기타,,127.1452495,37.2758571
(주)다솔코리아,"경기 용인시 기흥구 동백중앙로16번길 16-4,1동 1414,1415호 (중동,에이스동백타워)",서적문구 - 완구점,031-609-0245,127.1651049,37.2562978
커피지저스153,"경기 용인시 기흥구 동백죽전대로 201-11 가동 1층 (중동,웨스트민스터신학대학교)",일반휴게음식 - 서양음식,,127.1580627,37.2590684
주식회사 가림씨에스엔티,"경기 용인시 기흥구 동백3로11번길 8-1,404호 (중동,제일프라자)",음료식품 - 기타음료식품,031-661-9789,127.1538906,37.2697607
오리온콜밴,"경기 용인시 기흥구 동백중앙로 73,5205동 1701호 (중동,초당마을현진에버빌)",여행 - 기타교통수단,,127.159313,37.2624045
동백노래연습장,"경기 용인시 기흥구 동백중앙로 283,D동 306호 (중동,골드프라자)",레저업소 - 노 래 방,,127.1534754,37.2780227
DK COSTECH,"경기 용인시 기흥구 동백중앙로16번길 16-25,401호 (중동,대우프론티어밸리)",보건위생 - 화장품,031-8021-0885,127.1678891,37.2568842
힐스템,"경기 용인시 기흥구 동백중앙로 265,303호 (중동,더엠빌딩)",보건위생 - 피부미용실,031-283-8880,127.1526482,37.2763622
미스터 모인(MR.Moin),"경기 용인시 기흥구 동백중앙로 205,107호 (중동,미도타운)",일반휴게음식 - 일반한식,,127.1515034,37.2717286
명품양갈비,"경기 용인시 기흥구 동백중앙로 283,C동 2층 205호 (중동,골드프라자)",일반휴게음식 - 중국식,070-2699-0807,127.1534754,37.2780227
마음수련,"경기 용인시 기흥구 동백중앙로 267,7층 (중동,월드프라자)",레저업소 - 헬스클럽,070-9144-8790,127.1524225,37.2766652
(주)메디포럼 용인지점,경기 용인시 기흥구 동백죽전대로 205 지하1층 2호 (중동),건강식품 - 기타건강식품,070-7709-7724,127.1585933,37.2605029
아모레카운셀러,"경기 용인시 기흥구 동백중앙로 273,501호 (중동)",보건위생 - 화장품,031-285-5338,127.1534814,37.2770259
GS25스프링자이2호점,"경기 용인시 기흥구 동백죽전대로 333, B1층 (중동)",유통업 영리 - 편 의 점,,127.1506986,37.2693385
미담(램)양꼬치,"경기 용인시 기흥구 동백5로 21-5,1층 107호,108호 (중동,베스트빌오피스텔)",일반휴게음식 - 일반한식,031-286-3799,127.1520766,37.2768943
새롬교육,"경기 용인시 기흥구 어정로 134-18,1층 (중동)",서적문구 - 기타서적문구,,127.1460783,37.2750328
주식회사 한경희웰니스,"경기 용인시 기흥구 동백3로11번길 33,802-4호 (중동,새롬프라자)",사무통신 - 기타 사무용품,070-4250-9880,127.1512271,37.2714699
토속골집밥,"경기 용인시 기흥구 동백중앙로 283,B동 207호 일부208호(중동,골드프라자)",일반휴게음식 - 일반한식,031-281-3868,127.1534754,37.2780227
자연한의원,"경기 용인시 기흥구 동백중앙로 273 2층 504호(중동, 동백훼미리프라자)",의원 - 한의원,031-8005-7533,127.1534814,37.2770259
영보당,"경기 용인시 기흥구 동백중앙로 265 109호(중동, 더엠빌딩)",신변잡화 - 시계,031-282-8038,127.1526482,37.2763622
악세사리할인체인(WING),"경기 용인시 기흥구 동백5로 21-11 116호(중동, 동백훼미리프라자)",신변잡화 - 액세서리,031-286-5476,127.1526181,37.2774675
동백내과의원,"경기 용인시 기흥구 동백5로 21-11 502호(중동, 훼미리프라자)",의원 - 의원,031-274-7111,127.1526181,37.2774675
쌍용자동차용인서비스프라자,경기 용인시 기흥구 어정로 134-18 (중동),자동차정비 유지 - 자동차정비,031-283-5586,127.1460783,37.2750328
나누다가구,경기 용인시 기흥구 언동로 181-1 (중동),가구 - 일반가구,031-282-4986,127.1433991,37.2798209
장수돌침대,경기 용인시 기흥구 언동로 193-20 (중동),가구 - 일반가구,031-283-1626,127.1440145,37.278886
(주)유성코리아트레이딩,"경기 용인시 기흥구 동백중앙로16번길 16-4,1동 713호(중동,에이스동백타워)",보건위생 - 미용재료,02-1588-8664,127.1651049,37.2562978
주연테크,경기 용인시 기흥구 어정로 163 (중동),사무통신 - 컴퓨터,031-282-3388,127.147541,37.2761345
동서베스텍,"경기 용인시 기흥구 언동로217번길 11 103동 602호(중동, 어정마을동백아이파크)",신변잡화 - 기타잡화,043-883-8492,127.1453843,37.2779393
브라운아이즈아이웨어,"경기 용인시 기흥구 중동 832-5번지 101,102,103호",보건위생 - 안경,031-693-7167,127.1522158,37.2770123
뷰티벨라팜,"경기 용인시 기흥구 동백2로 14 105호 , 어은목마을코아루아파트 (중동,어은목마을코아루아파트)",보건위생 - 미용원,031-8005-5006,127.1553902,37.2674043
프린트킹,"경기 용인시 기흥구 동백중앙로16번길 16-4 (중동,에이스동백타워제1-101호)",서적문구 - 출판 및 인쇄물,031-889-4451,127.1651049,37.2562978
옵티마소정약국,"경기 용인시 기흥구 동백중앙로 283, C동508-1호(중동,골드프라자)",약국 - 약국,031-202-9402,127.1534754,37.2780227
씨유용인동백중앙점,경기 용인시 기흥구 동백4로 6 아이브 107호(중동),유통업 영리 - 편 의 점,031-274-0160,127.1519217,37.2707723
아솔텍(A-SolTEC),경기 용인시 기흥구 동백3로11번길 8 동백브이타운 604호(중동),서적문구 - 과학기자재,031-8005-9961,127.1535981,37.2696143
